               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  56,            0.027534,            0.034683,           0.0087511,             0.99833,             0.99945,             0.99496,              0.9071,            0.023001,            0.032173,           0.0071621,            0.004796,            0.004796,            0.004796
                  57,            0.027069,            0.033709,           0.0087542,             0.99834,             0.99941,             0.99494,             0.90257,            0.023109,            0.032312,           0.0071102,           0.0046568,           0.0046568,           0.0046568
                  58,            0.026896,            0.033641,           0.0086001,              0.9985,             0.99941,             0.99495,             0.90826,            0.023034,            0.031796,           0.0071139,           0.0045184,           0.0045184,           0.0045184
                  59,            0.027558,             0.03448,           0.0087774,             0.99841,             0.99941,             0.99495,             0.90962,            0.022802,            0.031809,           0.0071151,           0.0043809,           0.0043809,           0.0043809
                  60,            0.026739,            0.034098,           0.0086485,             0.99853,             0.99941,             0.99495,             0.90824,            0.022781,            0.032137,           0.0071354,           0.0042445,           0.0042445,           0.0042445
                  61,            0.026251,            0.033162,           0.0086323,             0.99836,             0.99941,             0.99493,             0.90935,             0.02274,            0.031694,            0.007056,           0.0041094,           0.0041094,           0.0041094
                  62,            0.026367,            0.032877,           0.0086545,             0.99858,             0.99912,             0.99495,              0.9091,            0.022719,            0.031569,           0.0070272,           0.0039757,           0.0039757,           0.0039757
                  63,            0.026649,            0.033268,           0.0087096,             0.99831,             0.99929,             0.99495,             0.91053,            0.022737,            0.031519,            0.007046,           0.0038434,           0.0038434,           0.0038434
                  64,            0.026231,            0.032512,           0.0087105,              0.9983,             0.99941,             0.99494,             0.91022,            0.022582,            0.031434,            0.007026,           0.0037128,           0.0037128,           0.0037128
                  65,            0.026065,            0.032559,           0.0086216,             0.99854,             0.99941,             0.99495,             0.90914,            0.022584,            0.031321,           0.0070174,            0.003584,            0.003584,            0.003584
                  66,            0.026209,            0.032543,           0.0085585,             0.99834,             0.99931,             0.99492,             0.91014,            0.022642,            0.031459,           0.0070172,            0.003457,            0.003457,            0.003457
                  67,            0.026366,            0.032781,           0.0087206,             0.99823,              0.9994,             0.99493,             0.91221,            0.022553,            0.031496,           0.0070068,           0.0033321,           0.0033321,           0.0033321
                  68,            0.026005,            0.032353,            0.008613,             0.99854,             0.99922,             0.99496,              0.9142,             0.02243,            0.031158,           0.0069987,           0.0032093,           0.0032093,           0.0032093
                  69,             0.02598,            0.032212,           0.0085766,             0.99849,              0.9994,             0.99494,             0.91333,            0.022463,            0.031236,            0.006964,           0.0030888,           0.0030888,           0.0030888
                  70,            0.025523,            0.032077,            0.008448,             0.99834,             0.99941,             0.99493,             0.91274,            0.022461,            0.031229,           0.0069737,           0.0029706,           0.0029706,           0.0029706
                  71,            0.025696,            0.031891,           0.0084571,              0.9985,              0.9994,             0.99494,               0.914,            0.022417,            0.031194,           0.0069478,            0.002855,            0.002855,            0.002855
                  72,            0.025717,            0.032212,            0.008568,             0.99852,              0.9994,             0.99493,             0.91401,            0.022397,            0.031049,           0.0069593,           0.0027419,           0.0027419,           0.0027419
                  73,             0.02566,            0.032116,           0.0085274,             0.99849,             0.99928,             0.99494,             0.91359,            0.022401,            0.031008,           0.0069439,           0.0026316,           0.0026316,           0.0026316
                  74,            0.025464,            0.031606,           0.0084495,             0.99852,             0.99941,             0.99492,             0.91265,            0.022463,            0.031224,           0.0069295,           0.0025241,           0.0025241,           0.0025241
